"","nGene","nUMI","orig.ident","percent.mito","CellType","res.0.6","Batch","Jun_Status"
"Cell_2940",1294,2493,"Cell",0,"Young","7","Batch1","Low"
"Cell_2941",611,938,"Cell",0,"Young","1","Batch1","Low"
"Cell_2942",1453,2779,"Cell",0,"Young","5","Batch1","Low"
"Cell_2943",1803,3698,"Cell",0,"Young","6","Batch1","Low"
"Cell_2944",1110,1922,"Cell",0,"Young","7","Batch1","Low"
"Cell_2945",968,1611,"Cell",0,"Young","1","Batch1","Low"
"Cell_2946",1527,3285,"Cell",0,"Young","5","Batch1","Low"
"Cell_2947",2440,5957,"Cell",0,"Young","3","Batch1","Low"
"Cell_2948",537,897,"Cell",0,"Young","1","Batch1","Low"
"Cell_2949",1308,2299,"Cell",0,"Young","1","Batch1","Low"
"Cell_2950",1768,3635,"Cell",0,"Young","3","Batch1","Low"
"Cell_2951",949,1600,"Cell",0,"Young","0","Batch1","High"
"Cell_2952",884,1409,"Cell",0,"Young","1","Batch1","Low"
"Cell_2953",757,1185,"Cell",0,"Young","2","Batch1","Low"
"Cell_2954",1416,2692,"Cell",0,"Young","7","Batch1","Low"
"Cell_2956",753,1244,"Cell",0,"Young","2","Batch1","Low"
"Cell_2957",638,954,"Cell",0,"Young","2","Batch1","Low"
"Cell_2958",991,1776,"Cell",0,"Young","7","Batch1","Low"
"Cell_2959",1738,3608,"Cell",0,"Young","5","Batch1","Low"
"Cell_2960",961,1644,"Cell",0,"Young","2","Batch1","Low"
"Cell_2961",738,1121,"Cell",0,"Young","1","Batch1","Low"
"Cell_2962",826,1575,"Cell",0,"Young","0","Batch1","High"
"Cell_2963",930,1472,"Cell",0,"Young","2","Batch1","Low"
"Cell_2964",1188,2210,"Cell",0,"Young","0","Batch1","High"
"Cell_2965",1337,2556,"Cell",0,"Young","0","Batch1","High"
"Cell_2966",1126,2144,"Cell",0,"Young","2","Batch1","Low"
"Cell_2967",1054,1926,"Cell",0,"Young","0","Batch1","High"
"Cell_2968",1319,2319,"Cell",0,"Young","3","Batch1","Low"
"Cell_2969",674,1006,"Cell",0,"Young","0","Batch1","High"
"Cell_2970",1012,1711,"Cell",0,"Young","4","Batch1","Low"
"Cell_2971",924,1516,"Cell",0,"Young","2","Batch1","Low"
"Cell_2972",1073,1821,"Cell",0,"Young","2","Batch1","Low"
"Cell_2973",717,1098,"Cell",0,"Young","3","Batch1","Low"
"Cell_2974",1673,3083,"Cell",0,"Young","6","Batch1","Low"
"Cell_2975",1846,4349,"Cell",0,"Young","5","Batch1","Low"
"Cell_2976",700,1198,"Cell",0,"Young","0","Batch1","High"
"Cell_2977",788,1168,"Cell",0,"Young","4","Batch1","Low"
"Cell_2978",1514,2655,"Cell",0,"Young","4","Batch1","Low"
"Cell_2979",890,1396,"Cell",0,"Young","2","Batch1","Low"
"Cell_2980",1670,3909,"Cell",0,"Young","5","Batch1","Low"
"Cell_2981",1855,4281,"Cell",0,"Young","2","Batch1","Low"
"Cell_2982",967,1651,"Cell",0,"Young","4","Batch1","Low"
"Cell_2983",688,997,"Cell",0,"Young","3","Batch1","Low"
"Cell_2984",678,1008,"Cell",0,"Young","2","Batch1","Low"
"Cell_2985",717,1052,"Cell",0,"Young","2","Batch1","Low"
"Cell_2986",759,1137,"Cell",0,"Young","2","Batch1","Low"
"Cell_2987",1334,2599,"Cell",0,"Young","2","Batch1","Low"
"Cell_2988",1162,2142,"Cell",0,"Young","2","Batch1","Low"
"Cell_2989",875,1397,"Cell",0,"Young","4","Batch1","Low"
"Cell_2990",1188,1930,"Cell",0,"Young","7","Batch1","Low"
"Cell_2991",909,1511,"Cell",0,"Young","3","Batch1","Low"
"Cell_2992",957,1615,"Cell",0,"Young","0","Batch1","High"
"Cell_2993",1218,2210,"Cell",0,"Young","1","Batch1","Low"
"Cell_2994",1044,1775,"Cell",0,"Young","2","Batch1","Low"
"Cell_2995",1623,3665,"Cell",0,"Young","5","Batch1","Low"
"Cell_2996",851,1408,"Cell",0,"Young","2","Batch1","Low"
"Cell_2997",1289,2371,"Cell",0,"Young","0","Batch1","High"
"Cell_2998",787,1354,"Cell",0,"Young","0","Batch1","High"
"Cell_2999",1837,4154,"Cell",0,"Young","6","Batch1","Low"
"Cell_3000",712,1042,"Cell",0,"Young","4","Batch1","Low"
"Cell_3001",855,1398,"Cell",0,"Young","2","Batch1","Low"
"Cell_3002",881,1351,"Cell",0,"Young","0","Batch1","High"
"Cell_3003",719,1066,"Cell",0,"Young","1","Batch1","Low"
"Cell_3004",1118,1893,"Cell",0,"Young","1","Batch1","Low"
"Cell_3005",627,981,"Cell",0,"Young","1","Batch1","Low"
"Cell_3006",1067,1783,"Cell",0,"Young","4","Batch1","Low"
"Cell_3007",1134,1859,"Cell",0,"Young","0","Batch1","High"
"Cell_3008",2052,4467,"Cell",0,"Young","6","Batch1","Low"
"Cell_3009",1367,2780,"Cell",0,"Young","7","Batch1","Low"
"Cell_3010",1256,2467,"Cell",0,"Young","6","Batch1","Low"
"Cell_3011",1743,4121,"Cell",0,"Young","6","Batch1","Low"
"Cell_3012",756,1212,"Cell",0,"Young","2","Batch1","Low"
"Cell_3013",1075,1822,"Cell",0,"Young","3","Batch1","Low"
"Cell_3014",871,1426,"Cell",0,"Young","0","Batch1","High"
"Cell_3015",928,1557,"Cell",0,"Young","2","Batch1","Low"
"Cell_3016",1009,1631,"Cell",0,"Young","4","Batch1","Low"
"Cell_3017",909,1455,"Cell",0,"Young","2","Batch1","Low"
"Cell_3018",1827,3719,"Cell",0,"Young","8","Batch1","Low"
"Cell_3019",655,971,"Cell",0,"Young","3","Batch1","Low"
"Cell_3020",898,1358,"Cell",0,"Young","2","Batch1","Low"
"Cell_3021",1158,2078,"Cell",0,"Young","3","Batch1","Low"
"Cell_3022",973,1600,"Cell",0,"Young","2","Batch1","Low"
"Cell_3023",933,1735,"Cell",0,"Young","0","Batch1","High"
